Type and size of medical resources - Pharmacies,Data Domain,Total number of care centers,Existence of nearby care centers - exists,Existence of health resources - exists,Town,Total number of first aid centers,Type and size of medical resources - Medical Centers,refArea,Observation URI,Percentage of towns with special needs indiciduals - Without special needs,Type and size of medical resources - Hospitals,Percentage of towns with special needs indiciduals - With special needs,publisher,Type and size of medical resources - Clinics,dataset,Existence of special needs care centers - exists,Type and size of medical resources - Labs and Radiology ,Existence of special needs care centers - does not exist,references,Existence of a first aid center - exists
2,,25,1,1,Michmich Jbeil,0,1,http://dbpedia.org/resource/Byblos_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Michmich+Jbeil,0,0,1,Impact Open Data,3,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,1,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Midane Jezzine,1,0,https://dbpedia.org/page/South_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Midane+Jezzine,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,0,0,0,Mina ,0,0,"http://dbpedia.org/resource/Tripoli_District,_Lebanon",http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Mina+,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,1,0,0,https://impact.cib.gov.lb/home#open_data_section,0
22,,1,1,1,Minie,3,3,http://dbpedia.org/resource/MiniyehâDanniyeh_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Minie,0,2,1,Impact Open Data,5,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,1,1,0,https://impact.cib.gov.lb/home#open_data_section,1
6,,0,0,1,Minyara,0,2,https://dbpedia.org/page/Akkar_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Minyara,0,1,1,Impact Open Data,2,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,1,0,0,https://impact.cib.gov.lb/home#open_data_section,0
4,,0,0,1,Miriata,0,0,http://dbpedia.org/resource/Zgharta_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Miriata,0,0,1,Impact Open Data,2,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,2,1,https://impact.cib.gov.lb/home#open_data_section,0
2,,0,0,1,Miyeh ou Miyeh,0,0,http://dbpedia.org/resource/Sidon_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Miyeh+ou+Miyeh,0,0,1,Impact Open Data,2,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
1,,1,1,1,Miziara,1,0,http://dbpedia.org/resource/Zgharta_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Miziara,0,0,1,Impact Open Data,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,0,0,0,Mjaydel Jezzine,1,0,https://dbpedia.org/page/South_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Mjaydel+Jezzine,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,0,0,0,Mlikh,1,0,https://dbpedia.org/page/South_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Mlikh,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,0,0,0,Mohtaqra,0,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Mohtaqra,0,0,0,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Moqaylbeh,1,0,https://dbpedia.org/page/Akkar_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Moqaylbeh,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,0,0,0,Moqraq,1,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Moqraq,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,0,0,0,Moshrea,0,0,http://dbpedia.org/resource/Matn_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Moshrea,1,0,0,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Motel,0,0,http://dbpedia.org/resource/MiniyehâDanniyeh_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Motel,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Mouanse,0,0,https://dbpedia.org/page/Akkar_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Mouanse,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,1,1,0,Moukhtara,0,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Moukhtara,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,1,1,1,Mounjez,1,0,https://dbpedia.org/page/Akkar_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Mounjez,0,0,1,Impact Open Data,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,1,0,0,https://impact.cib.gov.lb/home#open_data_section,1
0,,0,0,0,Mounsef,0,0,http://dbpedia.org/resource/Byblos_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Mounsef,0,0,0,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,,0,0,1,Mqaiteaa,2,1,https://dbpedia.org/page/Akkar_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Mqaiteaa,0,0,1,Impact Open Data,2,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,0,0,0,Mrah El-Hbasse,1,0,https://dbpedia.org/page/South_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Mrah+El-Hbasse,1,0,0,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,0,0,0,Mrah Es-Sfire,0,0,http://dbpedia.org/resource/MiniyehâDanniyeh_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Mrah+Es-Sfire,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Mrah Es-Srayj,1,0,http://dbpedia.org/resource/MiniyehâDanniyeh_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Mrah+Es-Srayj,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,1,1,0,Mrah Ez Ziyat,1,0,http://dbpedia.org/resource/Batroun_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Mrah+Ez+Ziyat,1,0,0,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,0,0,0,Mrah Kwakh,0,0,https://dbpedia.org/page/Akkar_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Mrah+Kwakh,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Mraijat,0,0,http://dbpedia.org/resource/Aley_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Mraijat,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Mrayjat Zahleh,1,0,http://dbpedia.org/resource/ZahlÃ©_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Mrayjat+Zahleh,1,0,0,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,0,0,0,Mristi,0,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Mristi,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
2,,2,1,1,Mrouj,1,0,http://dbpedia.org/resource/Matn_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Mrouj,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,2,1,0,Mtayleb,3,0,http://dbpedia.org/resource/Matn_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Mtayleb,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,1,1,0,Mtolleh,0,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Mtolleh,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Mzraat Kefraya,0,0,http://dbpedia.org/resource/Zgharta_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Mzraat+Kefraya,1,0,0,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
22,,3,1,1,Nabatiyeh,1,3,https://dbpedia.org/page/Nabatieh_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Nabatiyeh,0,5,1,Impact Open Data,5,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,1,10,0,https://impact.cib.gov.lb/home#open_data_section,1
0,,3,1,0,Nabatiyeh El-Faouka,2,0,https://dbpedia.org/page/Nabatieh_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Nabatiyeh+El-Faouka,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,0,0,0,Nabay,0,0,http://dbpedia.org/resource/Matn_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Nabay,0,0,0,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Nabha Ed-Damdoum,0,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Nabha+Ed-Damdoum,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Nabha Mehfara,1,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Nabha+Mehfara,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,0,0,0,Nabha Qoudam,0,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Nabha+Qoudam,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Nabi Ayla,0,0,http://dbpedia.org/resource/ZahlÃ©_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Nabi+Ayla,0,0,0,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0
6,,1,1,1,Nabi Chit,2,1,https://dbpedia.org/page/Baalbek-Hermel_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Nabi+Chit,0,0,1,Impact Open Data,2,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,2,1,https://impact.cib.gov.lb/home#open_data_section,1
3,,1,1,1,Nabi Osmane,0,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Nabi+Osmane,0,0,1,Impact Open Data,2,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,1,Nahleh Baalbek,0,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Nahleh+Baalbek,0,0,1,Impact Open Data,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Nahmeh,0,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Nahmeh,0,0,0,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,1,Nahr Ibrahim,0,0,http://dbpedia.org/resource/Byblos_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Nahr+Ibrahim,0,0,1,Impact Open Data,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,1,1,0,Najjariyeh,0,0,http://dbpedia.org/resource/Sidon_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Najjariyeh,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Nakhleh,1,0,https://dbpedia.org/page/North_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Nakhleh,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,0,0,1,Naoura El-Faouqa,1,0,https://dbpedia.org/page/Akkar_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Naoura+El-Faouqa,0,0,1,Impact Open Data,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,0,0,0,Nasriyet Zahleh,0,0,http://dbpedia.org/resource/ZahlÃ©_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Nasriyet+Zahleh,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,3,1,0,Nfisseh,7,0,https://dbpedia.org/page/Akkar_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Nfisseh,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,0,0,1,Niha El-Chouf,0,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Niha+El-Chouf,0,0,1,Impact Open Data,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Niha Zahleh,1,0,http://dbpedia.org/resource/ZahlÃ©_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Niha+Zahleh,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,0,0,1,Nimrine,1,0,http://dbpedia.org/resource/MiniyehâDanniyeh_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Nimrine,0,0,1,Impact Open Data,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,1,1,1,Nmairiyeh,0,0,https://dbpedia.org/page/Nabatieh_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Nmairiyeh,0,0,1,Impact Open Data,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Ouada,0,0,https://dbpedia.org/page/Akkar_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Ouada,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Ouadi Baanqoudaine,1,0,https://dbpedia.org/page/South_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Ouadi+Baanqoudaine,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,1,1,0,Ouadi Banhlay,0,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Ouadi+Banhlay,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,1,1,0,Ouadi Chahine,1,0,http://dbpedia.org/resource/Matn_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Ouadi+Chahine,1,0,0,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,0,0,0,Ouadi Chahrour El Aaoulia,1,0,http://dbpedia.org/resource/Baabda_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Ouadi+Chahrour+El+Aaoulia,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,0,0,0,Ouadi Chahrour Es-Soufla,0,0,http://dbpedia.org/resource/Baabda_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Ouadi+Chahrour+Es-Soufla,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,2,1,0,Ouadi Ed-Deir,0,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Ouadi+Ed-Deir,1,0,0,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Ouadi El-Haour,0,0,https://dbpedia.org/page/Akkar_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Ouadi+El-Haour,1,0,0,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Ouadi El-Karm El-Matn,0,0,http://dbpedia.org/resource/Matn_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Ouadi+El-Karm+El-Matn,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Ouadi El-Laymoun,1,0,https://dbpedia.org/page/South_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Ouadi+El-Laymoun,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,1,1,0,Ouadi Es-Sitt,0,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Ouadi+Es-Sitt,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Ouadi Faara,0,0,http://dbpedia.org/resource/Hermel_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Ouadi+Faara,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,4,1,0,Ouadi Khaled,1,0,https://dbpedia.org/page/Akkar_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Ouadi+Khaled,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,0,0,1,Ouadi Nakhleh,0,0,"http://dbpedia.org/resource/Tripoli_District,_Lebanon",http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Ouadi+Nakhleh,0,0,1,Impact Open Data,2,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Ouadi Qannoubine,0,0,http://dbpedia.org/resource/Bsharri_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Ouadi+Qannoubine,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,1,1,0,Ouardaniyeh,0,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Ouardaniyeh,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,2,1,0,Ouarhaniyeh,0,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Ouarhaniyeh,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Ouata El-Jaouz,0,0,http://dbpedia.org/resource/Keserwan_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Ouata+El-Jaouz,0,0,0,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0
3,,2,1,1,Qaa Baalbek,1,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Qaa+Baalbek,0,0,1,Impact Open Data,2,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,0,0,0,Qaa Er-Rim,0,0,http://dbpedia.org/resource/ZahlÃ©_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Qaa+Er-Rim,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,2,1,0,Qaaqaaiyet Ej-Jisr,1,0,https://dbpedia.org/page/Nabatieh_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Qaaqaaiyet+Ej-Jisr,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,0,0,0,Qaaqaiyet Es-Snaoubar,0,0,http://dbpedia.org/resource/Sidon_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Qaaqaiyet+Es-Snaoubar,0,0,0,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0
